ï»¿Time_s      	SteeringWheelAngle_rad	InputShaftAngle_deg
      6.4055	  0.81057031	     -3.3125
      6.4154	  0.81057031	     -3.3125
      6.4255	  0.81057031	     -3.3125
      6.4355	  0.81057031	     -3.3125
      6.4455	  0.81057031	     -3.3125
      6.4555	  0.81057031	     -3.3125
      6.4655	  0.81057031	     -3.3125
      6.4755	  0.81057031	     -3.3125
      6.4855	  0.81057031	     -3.3125
      6.4955	  0.81057031	     -3.3125
      6.5055	  0.81057031	     -3.3125
      6.5155	  0.81057031	     -3.3125
      6.5255	  0.81057031	     -3.3125
      6.5355	  0.81057031	     -3.3125
      6.5455	  0.81057031	     -3.3125
      6.5555	  0.81057031	     -3.3125
      6.5655	  0.81057031	     -3.3125
      6.5755	  0.81057031	     -3.3125
      6.5855	  0.81057031	     -3.3125
      6.5955	  0.81057031	     -3.3125
      6.6055	  0.81057031	     -3.3125
      6.6155	  0.81057031	     -3.3125
      6.6255	  0.81057031	     -3.3125
      6.6355	  0.81057031	     -3.3125
      6.6455	  0.81057031	     -3.3125
      6.6555	  0.81057031	     -3.3125
      6.6655	  0.81057031	     -3.3125
      6.6755	  0.81057031	     -3.3125
      6.6855	  0.81057031	     -3.3125
      6.6955	  0.81057031	     -3.3125
      6.7055	  0.81057031	     -3.3125
      6.7155	  0.81057031	     -3.3125
      6.7255	  0.81057031	     -3.3125
      6.7355	  0.81057031	     -3.3125
      6.7455	  0.81057031	     -3.3125
      6.7555	  0.81057031	     -3.3125
      6.7655	  0.81057031	     -3.3125
      6.7755	  0.81057031	     -3.3125
      6.7855	  0.81057031	     -3.3125
      6.7955	  0.81057031	     -3.3125
      6.8055	  0.81057031	     -3.3125
      6.8155	  0.81057031	     -3.3125
      6.8255	  0.81057031	     -3.3125
      6.8355	  0.81057031	     -3.3125
      6.8455	  0.81057031	     -3.3125
      6.8555	  0.81057031	     -3.3125
      6.8655	  0.81057031	     -3.3125
      6.8755	  0.81057031	     -3.3125
      6.8855	  0.81057031	     -3.3750
      6.8955	  0.81057031	     -3.3750
      6.9055	  0.81154688	     -3.4375
      6.9155	  0.81057031	     -3.4375
      6.9255	  0.81057031	     -3.5000
      6.9355	  0.81057031	     -3.5625
      6.9455	  0.81057031	     -3.6250
      6.9555	  0.81057031	     -3.7500
      6.9655	  0.81154688	     -3.8125
      6.9755	  0.81154688	     -3.8750
      6.9855	  0.81154688	     -4.0000
      6.9955	  0.81154688	     -4.1250
      7.0055	  0.81154688	     -4.2500
      7.0155	  0.81154688	     -4.3750
      7.0255	  0.81154688	     -4.5000
